ID_CONTADOR,ID_CLIENTE,FECHA_BUILD,FECHA_INSTALACION,LATITUD,LONGITUD,MUNICIPIO
CNT_000977,CLI_000977,2018-10-04,2019-07-16,38.111822,-0.948241,Orihuela
CNT_000978,CLI_000978,2016-09-08,2017-06-12,38.377519,-0.478613,Alicante
CNT_000979,CLI_000979,2019-10-23,2021-05-07,38.302102,-0.720951,Elche
CNT_000980,CLI_000980,2022-03-20,2022-05-29,38.090905,-0.939961,Orihuela
CNT_000981,CLI_000981,2018-06-04,2019-10-05,38.278423,-0.736116,Elche
CNT_000982,CLI_000982,2022-03-28,2023-01-28,38.71537,-0.460837,Alcoy
CNT_000983,CLI_000983,2017-09-03,2018-04-15,38.356385,-0.479834,Alicante
CNT_000984,CLI_000984,2020-07-29,2020-11-06,38.332669,-0.494022,Alicante
CNT_000985,CLI_000985,2019-05-31,2020-03-25,38.693017,-0.483412,Alcoy
CNT_000986,CLI_000986,2019-11-26,2020-11-24,38.270748,-0.703461,Elche
CNT_000987,CLI_000987,2023-07-19,2025-03-24,38.518713,-0.123041,Benidorm
CNT_000988,CLI_000988,2017-05-17,2018-04-19,38.262348,-0.68625,Elche
CNT_000989,CLI_000989,2023-04-06,2024-07-05,38.372614,-0.498638,Alicante
CNT_000990,CLI_000990,2022-08-01,2023-03-17,38.370005,-0.535452,San Vicente del Raspeig
CNT_000991,CLI_000991,2015-06-07,2015-09-20,38.414714,-0.517417,San Vicente del Raspeig
CNT_000992,CLI_000992,2015-11-24,2017-10-11,38.547668,-0.139968,Benidorm
CNT_000993,CLI_000993,2023-08-15,2025-02-19,38.333706,-0.479502,Alicante
CNT_000994,CLI_000994,2022-08-14,2024-06-14,37.988481,-0.679972,Torrevieja
CNT_000995,CLI_000995,2022-05-04,2023-01-18,38.265569,-0.691435,Elche
CNT_000996,CLI_000996,2019-01-17,2019-05-11,38.37595,-0.459543,Alicante
CNT_000997,CLI_000997,2024-04-04,2024-10-12,38.493727,-0.78263,Petrer
CNT_000998,CLI_000998,2021-07-02,2022-09-01,38.310198,-0.528779,Alicante
CNT_000999,CLI_000999,2021-12-30,2023-02-03,38.644047,-0.873009,Villena
CNT_001000,CLI_001000,2017-05-19,2019-01-01,38.260976,-0.658666,Elche
CNT_001001,CLI_001001,2018-02-04,2018-10-06,38.347271,-0.430446,Alicante
CNT_001002,CLI_001002,2015-08-29,2015-09-28,37.965593,-0.649239,Torrevieja
CNT_001003,CLI_001003,2021-10-18,2022-11-28,38.499678,-0.794116,Elda
CNT_001004,CLI_001004,2023-06-27,2024-09-10,38.710881,-0.494785,Alcoy
CNT_001005,CLI_001005,2022-07-14,2024-05-08,38.387423,-0.553416,San Vicente del Raspeig
CNT_001006,CLI_001006,2024-02-03,2024-09-19,38.058108,-0.956781,Orihuela
CNT_001007,CLI_001007,2018-10-19,2019-05-19,38.529572,-0.133677,Benidorm
CNT_001008,CLI_001008,2019-10-15,2020-12-27,38.483914,-0.776192,Elda
CNT_001009,CLI_001009,2019-04-06,2020-06-06,38.351205,-0.459305,Alicante
CNT_001010,CLI_001010,2024-09-13,2025-05-16,38.293069,-0.693297,Elche
CNT_001011,CLI_001011,2019-08-18,2020-08-30,38.364948,-0.503246,Alicante
CNT_001012,CLI_001012,2019-04-12,2020-12-11,38.410126,-0.447147,Sant Joan d'Alacant
CNT_001013,CLI_001013,2022-03-21,2023-12-04,38.487169,-0.767459,Petrer
CNT_001014,CLI_001014,2016-02-17,2017-12-31,38.310468,-0.463574,Alicante
CNT_001015,CLI_001015,2020-05-12,2020-07-21,38.531852,-0.126597,Benidorm
CNT_001016,CLI_001016,2016-07-22,2016-08-23,38.494501,-0.780346,Petrer
CNT_001017,CLI_001017,2019-07-13,2019-11-13,38.343912,-0.464733,Alicante
CNT_001018,CLI_001018,2023-11-11,2024-02-07,37.987756,-0.674534,Torrevieja
CNT_001019,CLI_001019,2023-04-25,2024-07-04,38.835919,0.08964,Denia
CNT_001020,CLI_001020,2019-05-19,2019-07-05,38.319455,-0.500608,Alicante
CNT_001021,CLI_001021,2023-07-17,2024-12-21,38.53272,-0.123038,Benidorm
CNT_001022,CLI_001022,2021-12-06,2023-05-27,38.352926,-0.486863,Alicante
CNT_001023,CLI_001023,2023-11-04,2025-07-11,38.477343,-0.754109,Petrer
CNT_001024,CLI_001024,2022-06-08,2023-06-04,38.634171,-0.860186,Villena
CNT_001025,CLI_001025,2015-05-31,2015-12-15,38.474505,-0.774866,Petrer
CNT_001026,CLI_001026,2021-03-22,2023-02-21,38.290123,-0.698525,Elche
CNT_001027,CLI_001027,2018-07-07,2020-06-16,38.475167,-0.791039,Elda
CNT_001028,CLI_001028,2024-06-20,2025-02-10,38.496133,-0.800541,Elda
CNT_001029,CLI_001029,2015-09-13,2017-03-16,38.299132,-0.718377,Elche
CNT_001030,CLI_001030,2020-10-09,2022-03-27,38.395327,-0.516883,San Vicente del Raspeig
CNT_001031,CLI_001031,2019-12-01,2020-12-10,38.319989,-0.459868,Alicante
CNT_001032,CLI_001032,2021-09-09,2022-08-08,38.043082,-0.932424,Orihuela
CNT_001033,CLI_001033,2018-11-21,2019-04-14,38.308399,-0.443117,Alicante
CNT_001034,CLI_001034,2018-03-31,2020-02-22,38.310854,-0.494544,Alicante
CNT_001035,CLI_001035,2021-08-24,2021-12-18,38.379662,-0.439143,Alicante
CNT_001036,CLI_001036,2024-08-15,2024-12-17,38.53559,-0.142111,Benidorm
CNT_001037,CLI_001037,2015-12-15,2017-03-16,38.274071,-0.720579,Elche
CNT_001038,CLI_001038,2020-09-09,2022-01-01,38.507555,-0.15242,Benidorm
CNT_001039,CLI_001039,2020-10-19,2022-08-05,38.315251,-0.492145,Alicante
CNT_001040,CLI_001040,2016-02-01,2017-08-24,38.285016,-0.709382,Elche
CNT_001041,CLI_001041,2024-08-10,2024-09-10,37.983862,-0.672733,Torrevieja
CNT_001042,CLI_001042,2020-08-11,2020-11-26,38.394534,-0.522373,San Vicente del Raspeig
CNT_001043,CLI_001043,2023-02-24,2024-02-12,38.277927,-0.724545,Elche
CNT_001044,CLI_001044,2022-02-22,2022-06-29,38.117516,-0.952355,Orihuela
CNT_001045,CLI_001045,2018-03-04,2019-12-22,38.837384,0.100128,Denia
CNT_001046,CLI_001046,2015-05-26,2015-10-12,38.086187,-0.98002,Orihuela
CNT_001047,CLI_001047,2021-02-04,2023-01-13,38.350015,-0.505524,Alicante
CNT_001048,CLI_001048,2015-09-21,2017-01-19,38.405003,-0.50027,Alicante
CNT_001049,CLI_001049,2018-08-27,2020-01-26,38.453508,-0.774596,Elda
CNT_001050,CLI_001050,2015-07-23,2016-08-26,38.362281,-0.476214,Alicante
CNT_001051,CLI_001051,2020-01-09,2021-01-09,38.477322,-0.783854,Elda
CNT_001052,CLI_001052,2022-07-09,2024-03-28,37.988902,-0.709175,Torrevieja
CNT_001053,CLI_001053,2023-06-29,2023-08-19,38.477326,-0.758058,Petrer
CNT_001054,CLI_001054,2020-10-07,2021-09-06,38.395712,-0.509687,San Vicente del Raspeig
CNT_001055,CLI_001055,2023-06-08,2024-04-04,38.407803,-0.456485,Sant Joan d'Alacant
CNT_001056,CLI_001056,2017-09-14,2019-02-15,38.333984,-0.713817,Elche
CNT_001057,CLI_001057,2018-09-09,2019-12-28,38.708096,-0.467451,Alcoy
CNT_001058,CLI_001058,2021-01-23,2021-11-26,38.246843,-0.684123,Elche
CNT_001059,CLI_001059,2018-09-22,2020-08-02,38.256177,-0.713227,Elche
CNT_001060,CLI_001060,2023-02-02,2024-03-14,38.075732,-0.95061,Orihuela
CNT_001061,CLI_001061,2024-06-12,2025-02-28,38.457152,-0.798969,Elda
CNT_001062,CLI_001062,2023-01-24,2024-10-06,38.398429,-0.437506,Sant Joan d'Alacant
CNT_001063,CLI_001063,2022-10-09,2024-01-07,38.707194,-0.459034,Alcoy
CNT_001064,CLI_001064,2019-09-23,2019-12-16,38.237467,-0.715263,Elche
CNT_001065,CLI_001065,2021-04-08,2022-07-22,38.288567,-0.676282,Elche
CNT_001066,CLI_001066,2020-06-03,2020-08-05,38.704253,-0.48278,Alcoy
CNT_001067,CLI_001067,2019-08-17,2020-08-09,38.326844,-0.502191,Alicante
CNT_001068,CLI_001068,2017-06-26,2018-10-22,38.341662,-0.460535,Alicante
CNT_001069,CLI_001069,2018-03-29,2019-05-20,38.300663,-0.678017,Elche
CNT_001070,CLI_001070,2022-09-25,2023-12-28,38.363539,-0.459715,Alicante
CNT_001071,CLI_001071,2018-06-12,2019-10-30,38.34542,-0.513895,Alicante
CNT_001072,CLI_001072,2019-01-16,2019-06-19,38.339258,-0.492649,Alicante
CNT_001073,CLI_001073,2015-07-18,2017-01-20,38.347115,-0.460425,Alicante
CNT_001074,CLI_001074,2019-02-09,2020-07-04,38.332406,-0.479961,Alicante
CNT_001075,CLI_001075,2017-11-22,2018-11-03,38.382457,-0.448163,Sant Joan d'Alacant
CNT_001076,CLI_001076,2021-09-21,2022-02-19,38.310428,-0.688217,Elche
CNT_001077,CLI_001077,2018-01-17,2019-08-16,38.268917,-0.714026,Elche
CNT_001078,CLI_001078,2021-03-18,2022-11-18,38.538978,-0.109766,Benidorm
CNT_001079,CLI_001079,2023-08-07,2024-07-14,38.343752,-0.442379,Alicante
CNT_001080,CLI_001080,2024-03-19,2025-08-17,38.628179,-0.858951,Villena
CNT_001081,CLI_001081,2018-06-14,2020-04-24,38.394069,-0.508968,San Vicente del Raspeig
CNT_001082,CLI_001082,2018-03-29,2018-05-09,38.305215,-0.47938,Alicante
CNT_001083,CLI_001083,2020-01-30,2020-07-02,38.315596,-0.68146,Elche
CNT_001084,CLI_001084,2022-11-27,2024-10-15,38.822182,0.127866,Denia
CNT_001085,CLI_001085,2022-10-06,2023-01-20,38.47358,-0.767545,Petrer
CNT_001086,CLI_001086,2018-08-06,2020-04-06,38.255814,-0.703914,Elche
CNT_001087,CLI_001087,2020-03-17,2020-12-07,38.110562,-0.978592,Orihuela
CNT_001088,CLI_001088,2022-02-14,2023-10-07,38.345563,-0.483078,Alicante
CNT_001089,CLI_001089,2016-07-31,2017-05-10,38.390275,-0.431089,Sant Joan d'Alacant
CNT_001090,CLI_001090,2022-01-24,2023-04-04,38.376558,-0.457359,Alicante
CNT_001091,CLI_001091,2015-12-01,2016-08-29,38.49121,-0.764956,Petrer
CNT_001092,CLI_001092,2017-10-17,2019-02-19,38.095569,-0.955326,Orihuela
CNT_001093,CLI_001093,2024-10-13,2025-08-15,38.099115,-0.984036,Orihuela
CNT_001094,CLI_001094,2021-04-12,2022-08-23,38.318176,-0.709195,Elche
CNT_001095,CLI_001095,2018-09-08,2019-05-15,38.399827,-0.488609,Alicante
CNT_001096,CLI_001096,2020-05-16,2021-01-25,38.328032,-0.488823,Alicante
CNT_001097,CLI_001097,2016-09-02,2017-01-10,38.385797,-0.465536,Alicante
CNT_001098,CLI_001098,2015-11-25,2017-09-18,38.354779,-0.431358,Alicante
CNT_001099,CLI_001099,2016-06-30,2017-12-18,38.402289,-0.523818,San Vicente del Raspeig
CNT_001100,CLI_001100,2015-12-05,2017-08-12,38.22827,-0.703068,Elche
CNT_001101,CLI_001101,2023-11-17,2024-11-11,38.34094,-0.487481,Alicante
CNT_001102,CLI_001102,2023-09-17,2024-06-09,38.627246,-0.864707,Villena
CNT_001103,CLI_001103,2023-04-30,2024-05-02,38.853121,0.093276,Denia
CNT_001104,CLI_001104,2017-03-17,2018-09-03,38.494611,-0.768798,Petrer
CNT_001105,CLI_001105,2017-10-30,2018-05-12,38.38273,-0.434443,Sant Joan d'Alacant
CNT_001106,CLI_001106,2023-12-18,2025-11-15,38.344649,-0.475758,Alicante
CNT_001107,CLI_001107,2024-02-11,2024-10-15,38.290181,-0.688234,Elche
CNT_001108,CLI_001108,2024-02-16,2025-03-27,38.69616,-0.468195,Alcoy
CNT_001109,CLI_001109,2022-07-03,2022-08-13,38.542949,-0.152563,Benidorm
CNT_001110,CLI_001110,2016-03-05,2017-06-09,38.353979,-0.465078,Alicante
CNT_001111,CLI_001111,2019-03-11,2019-07-01,38.4004,-0.533352,San Vicente del Raspeig
CNT_001112,CLI_001112,2023-08-04,2024-11-06,38.338417,-0.508396,Alicante
CNT_001113,CLI_001113,2017-03-16,2018-12-30,38.314785,-0.508611,Alicante
CNT_001114,CLI_001114,2019-08-24,2021-01-12,37.958512,-0.674396,Torrevieja
CNT_001115,CLI_001115,2024-12-29,2026-01-31,38.098987,-0.948951,Orihuela
CNT_001116,CLI_001116,2022-04-13,2024-02-24,37.97905,-0.712475,Torrevieja
CNT_001117,CLI_001117,2019-06-01,2021-03-27,38.341737,-0.469049,Alicante
CNT_001118,CLI_001118,2020-09-13,2021-03-02,38.473613,-0.809075,Elda
CNT_001119,CLI_001119,2020-06-21,2022-04-08,38.33757,-0.477504,Alicante
CNT_001120,CLI_001120,2016-07-10,2017-11-07,38.371373,-0.475038,Alicante
CNT_001121,CLI_001121,2019-08-13,2021-01-25,38.835671,0.118984,Denia
CNT_001122,CLI_001122,2016-05-05,2017-07-11,38.620907,-0.84482,Villena
CNT_001123,CLI_001123,2019-05-23,2020-04-04,38.487624,-0.808176,Elda
CNT_001124,CLI_001124,2015-09-11,2016-09-29,38.393841,-0.52593,San Vicente del Raspeig
CNT_001125,CLI_001125,2015-01-17,2016-01-24,38.085428,-0.950027,Orihuela
CNT_001126,CLI_001126,2015-09-18,2016-03-14,38.007636,-0.674393,Torrevieja
CNT_001127,CLI_001127,2020-01-23,2020-09-18,38.344686,-0.475608,Alicante
CNT_001128,CLI_001128,2018-07-03,2018-11-21,38.271862,-0.706056,Elche
CNT_001129,CLI_001129,2022-08-07,2024-06-20,38.239564,-0.708,Elche
CNT_001130,CLI_001130,2020-03-01,2021-09-17,38.339708,-0.508911,Alicante
CNT_001131,CLI_001131,2018-12-18,2019-03-06,38.541514,-0.119446,Benidorm
CNT_001132,CLI_001132,2016-05-15,2017-05-10,38.231282,-0.688198,Elche
CNT_001133,CLI_001133,2017-10-12,2018-11-10,38.350221,-0.458056,Alicante
CNT_001134,CLI_001134,2021-05-22,2021-07-01,38.34772,-0.48876,Alicante
CNT_001135,CLI_001135,2020-08-16,2021-03-21,38.534695,-0.139182,Benidorm
CNT_001136,CLI_001136,2024-10-08,2026-03-30,38.371129,-0.507958,Alicante
CNT_001137,CLI_001137,2018-05-07,2020-01-06,38.482713,-0.787493,Elda
CNT_001138,CLI_001138,2022-05-30,2023-09-16,38.298018,-0.721175,Elche
CNT_001139,CLI_001139,2023-03-04,2023-07-01,38.243641,-0.657629,Elche
CNT_001140,CLI_001140,2020-08-01,2022-05-14,38.087518,-0.970653,Orihuela
CNT_001141,CLI_001141,2024-07-21,2026-05-25,38.397314,-0.522016,San Vicente del Raspeig
CNT_001142,CLI_001142,2019-08-13,2020-12-02,38.241976,-0.663829,Elche
CNT_001143,CLI_001143,2020-09-30,2020-11-30,38.545676,-0.124111,Benidorm
CNT_001144,CLI_001144,2021-04-09,2022-03-31,38.020544,-0.679038,Torrevieja
CNT_001145,CLI_001145,2018-05-27,2018-09-07,38.344775,-0.505212,Alicante
CNT_001146,CLI_001146,2022-01-09,2022-10-16,38.848275,0.084973,Denia
CNT_001147,CLI_001147,2023-04-06,2024-07-28,38.397314,-0.516059,San Vicente del Raspeig
CNT_001148,CLI_001148,2015-04-19,2016-05-07,38.070528,-0.914377,Orihuela
CNT_001149,CLI_001149,2024-05-15,2025-11-28,38.456851,-0.797066,Elda
CNT_001150,CLI_001150,2017-07-09,2018-05-30,38.470231,-0.805469,Elda
CNT_001151,CLI_001151,2015-03-07,2016-01-28,38.517496,-0.160798,Benidorm
CNT_001152,CLI_001152,2023-06-09,2024-05-31,38.499149,-0.803569,Elda
CNT_001153,CLI_001153,2015-07-21,2016-06-16,38.532819,-0.132664,Benidorm
CNT_001154,CLI_001154,2019-12-23,2021-06-16,38.530049,-0.112111,Benidorm
CNT_001155,CLI_001155,2023-01-27,2024-01-29,38.102583,-0.931037,Orihuela
CNT_001156,CLI_001156,2015-08-02,2017-04-07,38.684939,-0.469739,Alcoy
CNT_001157,CLI_001157,2020-10-16,2021-11-23,38.326028,-0.491003,Alicante
CNT_001158,CLI_001158,2022-09-07,2024-04-11,38.841721,0.096953,Denia
CNT_001159,CLI_001159,2022-12-23,2023-04-25,38.491045,-0.774932,Elda
CNT_001160,CLI_001160,2015-11-23,2016-05-02,38.357742,-0.475982,Alicante
CNT_001161,CLI_001161,2017-12-09,2019-09-10,38.39928,-0.550531,San Vicente del Raspeig
CNT_001162,CLI_001162,2017-11-06,2018-01-27,38.347153,-0.497838,Alicante
CNT_001163,CLI_001163,2016-06-06,2017-11-13,38.274305,-0.717181,Elche
CNT_001164,CLI_001164,2024-03-31,2024-12-14,38.70082,-0.479955,Alcoy
CNT_001165,CLI_001165,2024-06-25,2026-04-25,38.319451,-0.466927,Alicante
CNT_001166,CLI_001166,2017-09-14,2018-05-13,38.396853,-0.526589,San Vicente del Raspeig
CNT_001167,CLI_001167,2023-10-01,2025-03-17,38.465816,-0.792722,Elda
CNT_001168,CLI_001168,2017-09-30,2019-03-08,38.267284,-0.669404,Elche
CNT_001169,CLI_001169,2016-05-18,2018-04-18,38.333184,-0.498412,Alicante
CNT_001170,CLI_001170,2018-06-02,2019-02-19,38.408685,-0.434395,Alicante
CNT_001171,CLI_001171,2017-01-25,2017-05-05,38.084002,-0.957926,Orihuela
CNT_001172,CLI_001172,2018-09-03,2019-04-09,38.388762,-0.437697,Sant Joan d'Alacant
CNT_001173,CLI_001173,2021-11-25,2023-10-18,38.082116,-0.950124,Orihuela
CNT_001174,CLI_001174,2020-02-11,2020-03-19,38.358184,-0.477915,Alicante
CNT_001175,CLI_001175,2020-03-29,2021-03-25,38.118267,-0.935608,Orihuela
CNT_001176,CLI_001176,2022-12-15,2024-09-16,37.96809,-0.674391,Torrevieja
CNT_001177,CLI_001177,2022-02-01,2022-03-18,38.377311,-0.534337,San Vicente del Raspeig
CNT_001178,CLI_001178,2018-10-13,2020-09-07,38.365621,-0.509073,Alicante
CNT_001179,CLI_001179,2019-02-15,2021-01-13,38.681833,-0.443362,Alcoy
CNT_001180,CLI_001180,2022-12-26,2023-04-27,37.970849,-0.690912,Torrevieja
CNT_001181,CLI_001181,2023-01-04,2023-10-22,38.633909,-0.857809,Villena
CNT_001182,CLI_001182,2023-03-07,2024-10-05,38.263968,-0.733668,Elche
CNT_001183,CLI_001183,2023-01-03,2023-07-12,38.098583,-0.950092,Orihuela
CNT_001184,CLI_001184,2018-12-23,2020-01-07,38.477064,-0.771272,Petrer
CNT_001185,CLI_001185,2022-10-15,2023-05-06,38.338357,-0.46918,Alicante
CNT_001186,CLI_001186,2019-03-01,2020-02-10,38.483757,-0.797225,Petrer
CNT_001187,CLI_001187,2021-11-24,2022-01-10,38.535995,-0.129306,Benidorm
CNT_001188,CLI_001188,2019-05-14,2020-10-10,38.347646,-0.509744,Alicante
CNT_001189,CLI_001189,2022-11-25,2023-12-26,38.3561,-0.472891,Alicante
CNT_001190,CLI_001190,2020-03-02,2021-03-17,38.544326,-0.143736,Benidorm
CNT_001191,CLI_001191,2018-08-16,2020-02-24,38.355016,-0.502387,Alicante
CNT_001192,CLI_001192,2020-11-01,2022-02-08,37.986865,-0.687125,Torrevieja
CNT_001193,CLI_001193,2021-08-21,2022-06-16,38.230691,-0.721451,Elche
CNT_001194,CLI_001194,2024-04-07,2024-07-13,38.085805,-0.954011,Orihuela
CNT_001195,CLI_001195,2019-07-11,2019-09-08,38.357188,-0.510834,Alicante
CNT_001196,CLI_001196,2018-09-05,2019-08-16,38.487447,-0.813798,Elda
CNT_001197,CLI_001197,2021-03-01,2021-09-10,38.628692,-0.853985,Villena
CNT_001198,CLI_001198,2018-10-10,2019-09-24,38.629092,-0.881753,Villena
CNT_001199,CLI_001199,2017-10-05,2017-11-17,38.691511,-0.475544,Alcoy
CNT_001200,CLI_001200,2018-08-10,2019-06-14,38.35861,-0.462178,Alicante
CNT_001201,CLI_001201,2021-12-26,2023-04-01,38.710807,-0.480779,Alcoy
CNT_001202,CLI_001202,2023-10-22,2025-09-18,38.335013,-0.501629,Alicante
CNT_001203,CLI_001203,2016-06-22,2018-04-16,38.367899,-0.475344,Alicante
CNT_001204,CLI_001204,2015-01-17,2015-11-05,38.268217,-0.673705,Elche
CNT_001205,CLI_001205,2016-07-28,2018-07-09,38.262766,-0.724025,Elche
CNT_001206,CLI_001206,2019-12-08,2021-06-11,38.695863,-0.475202,Alcoy
CNT_001207,CLI_001207,2022-03-08,2022-09-25,38.543159,-0.15209,Benidorm
CNT_001208,CLI_001208,2023-05-21,2024-06-11,38.272663,-0.70695,Elche
CNT_001209,CLI_001209,2017-11-28,2018-01-09,38.402096,-0.480145,Alicante
CNT_001210,CLI_001210,2015-05-10,2017-04-11,38.39373,-0.446192,Sant Joan d'Alacant
CNT_001211,CLI_001211,2020-12-02,2021-08-20,38.276898,-0.708354,Elche
CNT_001212,CLI_001212,2019-01-13,2020-06-01,38.253858,-0.729281,Elche
CNT_001213,CLI_001213,2017-08-07,2018-12-20,38.323468,-0.479073,Alicante
CNT_001214,CLI_001214,2017-12-04,2018-06-11,38.39617,-0.512632,San Vicente del Raspeig
CNT_001215,CLI_001215,2015-08-04,2017-06-02,38.535848,-0.144466,Benidorm
CNT_001216,CLI_001216,2019-06-12,2021-01-21,38.418154,-0.496567,Alicante
CNT_001217,CLI_001217,2022-12-05,2023-09-21,38.340596,-0.468436,Alicante
CNT_001218,CLI_001218,2018-12-09,2020-08-02,38.520638,-0.116755,Benidorm
CNT_001219,CLI_001219,2022-06-29,2024-04-22,38.09026,-0.974364,Orihuela
CNT_001220,CLI_001220,2017-09-29,2019-06-22,38.293334,-0.48522,Alicante
CNT_001221,CLI_001221,2021-05-01,2022-05-24,38.635897,-0.862802,Villena
CNT_001222,CLI_001222,2020-04-30,2021-02-08,38.345601,-0.483551,Alicante
CNT_001223,CLI_001223,2019-01-03,2020-09-25,38.282981,-0.752789,Elche
CNT_001224,CLI_001224,2016-09-08,2018-03-06,38.493636,-0.764989,Petrer
CNT_001225,CLI_001225,2024-06-14,2025-04-19,38.254421,-0.664875,Elche
CNT_001226,CLI_001226,2020-02-13,2020-07-08,38.081788,-0.942167,Orihuela
CNT_001227,CLI_001227,2015-10-28,2017-07-28,38.248645,-0.720984,Elche
CNT_001228,CLI_001228,2017-09-11,2018-03-21,38.316998,-0.493828,Alicante
CNT_001229,CLI_001229,2018-04-09,2019-03-02,38.404189,-0.422571,Sant Joan d'Alacant
CNT_001230,CLI_001230,2016-02-10,2017-01-01,38.237481,-0.678281,Elche
CNT_001231,CLI_001231,2024-05-19,2026-02-01,38.834481,0.1153,Denia
CNT_001232,CLI_001232,2015-06-10,2016-07-01,38.320321,-0.47209,Alicante
CNT_001233,CLI_001233,2019-12-24,2021-11-12,38.358942,-0.497528,Alicante
CNT_001234,CLI_001234,2019-04-25,2020-10-23,38.390236,-0.486014,Alicante
CNT_001235,CLI_001235,2015-01-26,2016-03-08,38.058768,-0.946058,Orihuela
CNT_001236,CLI_001236,2015-03-24,2016-06-21,38.224734,-0.686209,Elche
CNT_001237,CLI_001237,2015-06-22,2017-01-08,38.477201,-0.773693,Elda
CNT_001238,CLI_001238,2017-09-25,2019-04-30,38.265845,-0.673697,Elche
CNT_001239,CLI_001239,2019-09-05,2020-03-21,38.639624,-0.883233,Villena
CNT_001240,CLI_001240,2022-10-12,2024-04-08,38.334042,-0.4754,Alicante
CNT_001241,CLI_001241,2023-08-08,2024-09-04,38.476292,-0.782959,Elda
CNT_001242,CLI_001242,2022-11-22,2024-11-03,38.70281,-0.465974,Alcoy
CNT_001243,CLI_001243,2015-01-06,2016-04-09,38.710885,-0.480951,Alcoy
CNT_001244,CLI_001244,2022-10-14,2024-06-03,38.455239,-0.756831,Elda
CNT_001245,CLI_001245,2023-12-11,2024-04-01,38.693973,-0.488725,Alcoy
CNT_001246,CLI_001246,2016-06-08,2017-06-02,38.089076,-0.966164,Orihuela
CNT_001247,CLI_001247,2020-10-11,2022-10-01,38.322251,-0.47516,Alicante
CNT_001248,CLI_001248,2023-06-12,2023-11-21,38.388479,-0.42808,Alicante
CNT_001249,CLI_001249,2020-08-07,2022-04-26,38.477546,-0.778362,Petrer
CNT_001250,CLI_001250,2017-01-30,2018-05-31,38.083974,-0.949817,Orihuela
CNT_001251,CLI_001251,2015-07-24,2016-08-09,38.402972,-0.512372,San Vicente del Raspeig
CNT_001252,CLI_001252,2017-06-15,2018-06-23,38.252492,-0.698693,Elche
CNT_001253,CLI_001253,2019-11-24,2020-03-26,38.299036,-0.489365,Alicante
CNT_001254,CLI_001254,2020-09-18,2021-11-03,38.334484,-0.466859,Alicante
CNT_001255,CLI_001255,2018-04-03,2019-02-21,38.546553,-0.12803,Benidorm
CNT_001256,CLI_001256,2023-06-30,2024-02-12,38.258088,-0.67563,Elche
CNT_001257,CLI_001257,2020-07-28,2020-11-13,38.324039,-0.448713,Alicante
CNT_001258,CLI_001258,2019-04-02,2021-03-09,38.285865,-0.691546,Elche
CNT_001259,CLI_001259,2017-05-26,2018-12-27,38.336931,-0.473707,Alicante
CNT_001260,CLI_001260,2017-04-04,2017-12-03,37.969517,-0.678346,Torrevieja
CNT_001261,CLI_001261,2023-02-04,2024-12-07,38.348936,-0.468772,Alicante
CNT_001262,CLI_001262,2021-09-11,2023-08-10,38.405549,-0.524638,San Vicente del Raspeig
CNT_001263,CLI_001263,2019-01-22,2019-07-29,38.317898,-0.698313,Elche
CNT_001264,CLI_001264,2019-12-22,2021-07-30,38.283699,-0.671974,Elche
CNT_001265,CLI_001265,2024-01-08,2024-08-25,38.374196,-0.443097,Alicante
CNT_001266,CLI_001266,2022-05-05,2022-06-25,38.332551,-0.518689,Alicante
CNT_001267,CLI_001267,2018-01-06,2019-01-09,38.242931,-0.69808,Elche
CNT_001268,CLI_001268,2017-04-18,2018-01-14,38.266871,-0.713451,Elche
CNT_001269,CLI_001269,2016-08-22,2017-05-16,38.086943,-0.950719,Orihuela
CNT_001270,CLI_001270,2022-04-26,2022-10-21,38.318237,-0.470937,Alicante
CNT_001271,CLI_001271,2020-05-15,2022-01-13,38.532096,-0.123267,Benidorm
CNT_001272,CLI_001272,2017-07-26,2017-08-31,38.483492,-0.793146,Elda
CNT_001273,CLI_001273,2023-01-10,2023-09-29,38.400625,-0.54826,San Vicente del Raspeig
CNT_001274,CLI_001274,2024-07-31,2026-03-31,38.357807,-0.505126,Alicante
CNT_001275,CLI_001275,2016-02-29,2016-06-14,38.271901,-0.678577,Elche
CNT_001276,CLI_001276,2021-08-31,2023-01-31,38.332525,-0.549511,Alicante
CNT_001277,CLI_001277,2024-01-24,2024-05-19,38.332352,-0.451314,Alicante
CNT_001278,CLI_001278,2023-05-10,2024-01-16,38.390609,-0.433809,Sant Joan d'Alacant
CNT_001279,CLI_001279,2022-12-15,2024-03-01,38.389819,-0.448096,Alicante
CNT_001280,CLI_001280,2022-04-24,2023-12-28,38.265796,-0.702669,Elche
CNT_001281,CLI_001281,2020-11-07,2021-06-26,38.080303,-0.985728,Orihuela
CNT_001282,CLI_001282,2021-08-29,2023-04-21,38.523054,-0.126136,Benidorm
CNT_001283,CLI_001283,2023-10-16,2024-08-16,38.031542,-0.659256,Torrevieja
CNT_001284,CLI_001284,2017-09-23,2018-05-31,38.318367,-0.457882,Alicante
CNT_001285,CLI_001285,2022-05-18,2022-11-20,38.256065,-0.712879,Elche
CNT_001286,CLI_001286,2024-11-04,2025-06-02,37.986185,-0.680638,Torrevieja
CNT_001287,CLI_001287,2018-06-21,2018-11-26,38.360205,-0.494321,Alicante
CNT_001288,CLI_001288,2024-10-16,2025-07-15,38.286575,-0.716324,Elche
